rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,irrigation_type,season,rice_variety,region,yield_ton_per_ha
1005.1,20.7,15.2,29.8,4.62,176.9,53.9,63.5,143.1,Canal,Kharif,Swarna,Tamil Nadu,7.33
797.3,33.7,25.9,41.5,4.55,177.9,49.0,45.4,1.0,Rainfed,Rabi,IR64,Tamil Nadu,0.96
292.7,23.0,17.5,32.6,5.14,139.7,72.9,77.2,326.7,Canal,Kharif,Basmati,Punjab,6.08
735.1,31.4,27.0,40.2,6.9,151.1,113.1,25.2,339.7,Rainfed,Rabi,MTU1010,West Bengal,5.67
136.3,21.5,17.6,26.9,7.88,174.1,22.3,65.0,299.2,Borewell,Kharif,Swarna,Punjab,0.8
51.6,37.0,30.6,45.8,7.13,166.9,50.1,30.5,91.0,Canal,Kharif,Basmati,Punjab,0.38
270.3,25.3,19.6,35.0,6.51,112.0,67.5,48.7,54.4,Canal,Kharif,Basmati,Tamil Nadu,5.35
1926.2,24.1,18.1,28.9,6.95,132.2,65.6,147.9,68.0,Rainfed,Kharif,Basmati,Tamil Nadu,11.31
1099.1,22.3,15.5,32.2,5.31,106.9,79.4,23.8,200.4,Rainfed,Kharif,Basmati,Punjab,5.92
1931.6,37.0,30.4,41.2,6.91,91.2,32.2,75.8,105.7,Canal,Rabi,Basmati,West Bengal,7.58
865.0,32.8,29.6,39.9,5.63,158.5,76.1,105.7,351.3,Borewell,Kharif,Swarna,Punjab,9.13
623.6,33.3,26.3,42.0,5.28,132.8,24.1,146.9,217.7,Canal,Kharif,Basmati,Punjab,5.14
1012.3,29.0,23.3,37.7,5.33,154.8,15.1,147.7,180.1,Rainfed,Kharif,MTU1010,Andhra Pradesh,6.85
879.0,28.5,23.6,37.0,6.84,17.3,99.8,39.6,348.6,Borewell,Kharif,MTU1010,Andhra Pradesh,5.79
211.3,22.0,16.3,29.2,7.19,103.8,56.8,150.9,32.4,Borewell,Rabi,MTU1010,West Bengal,0.57
1281.7,30.1,24.0,38.0,6.54,59.3,47.7,53.0,348.4,Borewell,Kharif,Basmati,Tamil Nadu,8.12
432.1,24.4,20.7,32.6,4.72,92.4,111.4,143.2,320.9,Canal,Kharif,IR64,West Bengal,6.35
1239.2,37.6,32.5,44.6,4.63,110.3,85.2,14.9,274.8,Borewell,Rabi,MTU1010,Tamil Nadu,4.39
1300.4,34.3,29.7,41.9,5.26,152.2,81.3,31.7,44.4,Rainfed,Kharif,Swarna,Andhra Pradesh,5.18
304.0,27.4,22.7,36.5,5.5,5.7,23.3,12.6,21.0,Borewell,Kharif,IR64,Tamil Nadu,0.82
122.7,22.7,19.3,28.6,5.92,29.5,25.1,47.8,66.4,Canal,Rabi,Swarna,West Bengal,0.02
1561.5,34.1,30.3,41.3,4.77,165.9,58.0,139.8,108.1,Borewell,Rabi,IR64,Punjab,5.89
919.6,22.2,18.4,26.2,7.04,174.1,78.3,25.5,246.5,Rainfed,Rabi,Basmati,Andhra Pradesh,7.99
116.3,23.4,18.5,31.5,6.99,10.0,47.4,36.0,32.1,Rainfed,Kharif,Basmati,West Bengal,0.06
1989.7,23.8,16.3,29.0,5.71,59.7,7.7,34.6,73.2,Canal,Kharif,MTU1010,Punjab,8.93
115.6,30.0,26.0,36.9,6.47,1.8,82.0,44.0,80.2,Borewell,Kharif,Swarna,Tamil Nadu,0.3
1390.1,34.2,29.1,39.4,4.85,136.3,92.9,3.0,268.3,Rainfed,Kharif,MTU1010,Andhra Pradesh,6.54
1967.4,25.7,21.1,29.8,5.95,122.7,113.3,67.8,138.5,Rainfed,Rabi,Swarna,Andhra Pradesh,10.34
478.4,21.5,14.6,28.4,7.5,101.7,49.1,156.2,110.1,Rainfed,Kharif,Swarna,Punjab,4.65
284.5,28.4,25.1,34.9,6.81,124.5,31.0,71.7,11.6,Canal,Kharif,MTU1010,West Bengal,0.19
242.8,33.5,29.5,40.0,4.86,96.8,111.1,130.1,37.7,Canal,Kharif,MTU1010,West Bengal,1.16
606.6,24.0,19.9,29.2,7.47,43.0,85.8,91.4,219.9,Borewell,Kharif,Swarna,Andhra Pradesh,6.0
202.1,24.0,16.0,33.6,6.88,135.8,7.7,2.4,253.3,Borewell,Kharif,Basmati,West Bengal,0.09
1384.3,37.1,31.2,41.1,6.09,141.0,69.6,93.7,296.9,Canal,Rabi,Basmati,Andhra Pradesh,7.34
124.6,37.2,33.5,46.5,6.92,153.8,3.4,151.4,199.0,Rainfed,Kharif,Swarna,Andhra Pradesh,0.67
1018.8,37.8,33.5,46.2,5.1,171.7,27.2,88.6,107.6,Borewell,Kharif,IR64,Andhra Pradesh,5.34
1993.4,34.5,30.7,39.6,6.43,134.6,8.5,84.5,117.0,Canal,Rabi,IR64,Punjab,10.85
1627.9,23.4,19.8,30.2,6.66,9.8,24.6,107.2,260.3,Borewell,Kharif,Swarna,Punjab,8.5
1230.4,23.8,16.8,33.7,7.75,3.8,58.8,139.3,170.6,Canal,Rabi,Basmati,Andhra Pradesh,5.61
612.5,26.1,20.6,34.0,4.73,133.2,35.9,90.4,63.4,Canal,Kharif,Swarna,Tamil Nadu,5.84
1247.8,25.7,19.6,30.5,5.81,10.1,10.6,65.0,1.6,Rainfed,Kharif,MTU1010,Tamil Nadu,0.1
1054.1,37.2,32.6,44.0,7.78,56.9,57.8,5.9,104.0,Borewell,Kharif,Basmati,Tamil Nadu,3.52
852.2,34.2,28.4,41.0,5.26,24.5,85.0,17.8,302.2,Canal,Kharif,Basmati,Punjab,4.09
261.4,33.0,28.7,41.8,7.35,174.4,6.4,103.8,265.9,Canal,Kharif,Swarna,Tamil Nadu,6.15
1773.2,23.3,18.8,32.8,4.51,57.0,105.9,99.0,39.0,Canal,Kharif,MTU1010,West Bengal,0.65
899.6,36.4,30.1,40.9,4.59,9.9,78.4,38.2,177.7,Canal,Kharif,Basmati,Tamil Nadu,3.59
389.2,34.9,31.1,40.8,5.65,170.9,62.3,115.0,57.8,Rainfed,Rabi,Basmati,West Bengal,5.46
735.5,22.9,16.9,28.7,7.19,109.6,47.6,44.7,189.2,Rainfed,Kharif,IR64,Andhra Pradesh,6.01
828.3,35.7,28.4,45.7,4.86,6.5,47.2,48.8,44.3,Rainfed,Rabi,IR64,Andhra Pradesh,2.59
1655.1,24.9,21.3,32.3,5.84,150.0,40.3,9.8,271.8,Rainfed,Kharif,IR64,Andhra Pradesh,9.44
1467.2,21.5,14.0,30.7,4.96,27.5,13.9,88.0,233.6,Rainfed,Rabi,IR64,Punjab,5.12
1538.6,31.8,28.4,38.4,5.28,144.4,9.5,46.0,103.6,Canal,Kharif,MTU1010,West Bengal,6.81
22.1,31.8,27.0,40.1,6.26,108.5,37.1,131.0,397.0,Borewell,Rabi,Basmati,Tamil Nadu,0.26
832.3,21.7,15.7,27.4,5.62,31.9,80.0,128.2,235.5,Borewell,Rabi,Basmati,West Bengal,5.86
962.7,25.7,19.9,35.2,5.24,135.5,34.6,20.6,107.5,Canal,Rabi,IR64,Punjab,5.1
38.4,37.9,34.4,44.6,5.88,81.8,97.5,25.6,143.1,Rainfed,Kharif,Basmati,Tamil Nadu,0.35
519.6,32.2,25.2,41.0,6.95,114.9,45.6,51.4,366.5,Rainfed,Rabi,Basmati,Punjab,4.62
1520.6,33.1,25.3,38.7,4.92,156.5,75.7,92.9,81.3,Rainfed,Kharif,IR64,West Bengal,8.08
274.2,23.8,19.9,32.0,6.18,46.9,51.8,54.8,81.5,Borewell,Rabi,MTU1010,Andhra Pradesh,3.89
1070.6,21.4,13.9,27.8,5.46,65.9,59.7,56.0,228.2,Canal,Kharif,Basmati,Punjab,5.95
430.4,25.0,19.2,29.2,5.83,179.5,30.0,22.4,132.9,Rainfed,Kharif,MTU1010,Andhra Pradesh,6.16
24.2,24.5,16.8,31.0,7.38,91.5,61.7,53.7,121.7,Canal,Kharif,Basmati,Tamil Nadu,1.05
482.4,24.2,20.3,31.5,7.75,100.5,13.3,75.3,164.1,Canal,Kharif,Basmati,Tamil Nadu,4.59
1951.7,23.5,16.5,28.4,5.35,51.4,46.4,157.6,332.4,Rainfed,Kharif,IR64,West Bengal,8.28
1603.1,30.3,27.0,35.4,6.7,74.9,53.8,134.1,336.4,Canal,Kharif,Basmati,West Bengal,10.56
1919.2,25.9,18.5,32.7,6.87,90.3,84.5,126.9,266.3,Borewell,Rabi,IR64,Punjab,11.1
975.7,34.8,28.4,40.8,7.45,46.5,48.0,89.6,230.9,Rainfed,Kharif,IR64,Punjab,4.78
219.5,23.3,18.5,30.0,7.65,42.9,79.9,57.6,6.3,Rainfed,Rabi,MTU1010,Tamil Nadu,0.77
1095.9,28.4,24.4,35.1,6.14,108.1,21.0,137.1,226.0,Rainfed,Kharif,Swarna,Punjab,8.04
908.8,20.2,13.2,25.1,7.94,33.1,3.0,55.6,381.6,Rainfed,Kharif,Swarna,Andhra Pradesh,3.84
1688.7,28.7,22.7,33.8,7.9,99.6,60.7,94.8,334.9,Rainfed,Kharif,MTU1010,Andhra Pradesh,7.59
196.2,21.0,16.2,30.1,6.27,127.1,56.9,41.1,57.8,Borewell,Kharif,Swarna,Andhra Pradesh,0.92
976.5,37.6,32.4,42.6,6.4,35.7,80.4,124.2,389.6,Borewell,Kharif,IR64,Punjab,6.32
300.1,34.2,27.1,42.2,6.84,134.3,37.6,82.3,86.7,Canal,Kharif,Basmati,West Bengal,4.8
649.4,28.8,24.1,35.3,5.81,64.7,3.6,143.2,49.5,Canal,Kharif,Basmati,West Bengal,6.35
1474.7,21.6,18.1,31.4,6.82,178.7,86.8,91.0,115.6,Canal,Kharif,Basmati,West Bengal,11.38
952.0,30.7,23.1,35.1,6.3,176.2,113.1,26.3,56.5,Rainfed,Rabi,IR64,Punjab,7.55
751.8,33.7,28.7,42.6,4.62,143.7,47.3,158.9,89.9,Rainfed,Rabi,Swarna,Punjab,4.7
789.0,23.4,18.7,30.4,7.48,61.7,73.3,80.3,123.5,Canal,Kharif,Basmati,Tamil Nadu,7.01
918.9,30.2,26.2,34.3,7.79,168.7,65.4,40.1,236.3,Rainfed,Kharif,Basmati,Andhra Pradesh,6.09
1570.0,34.7,27.2,40.2,4.59,179.8,67.9,52.7,245.5,Canal,Kharif,Basmati,West Bengal,6.3
1784.2,33.8,29.7,40.3,7.26,83.2,104.1,19.4,213.8,Borewell,Rabi,MTU1010,Andhra Pradesh,7.04
1910.7,34.5,28.3,40.3,5.85,110.6,88.4,11.8,119.3,Canal,Kharif,Basmati,Tamil Nadu,7.94
1573.8,35.8,28.4,42.0,6.55,1.1,92.4,72.1,381.4,Borewell,Kharif,MTU1010,West Bengal,6.74
630.8,36.9,33.7,46.4,6.25,7.8,10.8,152.3,118.7,Canal,Kharif,MTU1010,West Bengal,5.18
1376.3,27.3,20.2,33.5,6.43,90.1,17.6,19.7,160.4,Canal,Rabi,IR64,Andhra Pradesh,7.4
875.2,30.2,25.2,36.8,6.23,109.7,79.6,144.4,168.9,Rainfed,Kharif,Basmati,Punjab,8.23
509.3,34.2,27.9,42.8,7.49,56.2,64.9,127.5,9.0,Canal,Kharif,Basmati,Tamil Nadu,0.04
1681.7,32.5,27.7,41.3,6.89,17.8,92.9,129.0,171.5,Canal,Kharif,Basmati,Punjab,7.64
76.9,37.9,31.4,42.4,5.94,140.8,11.2,113.6,135.3,Borewell,Rabi,Basmati,Punjab,0.56
1803.5,20.2,16.0,28.5,6.91,75.4,68.0,94.7,28.3,Canal,Rabi,Basmati,Punjab,0.83
923.0,26.4,23.3,33.3,7.88,116.8,58.3,19.4,324.5,Rainfed,Kharif,Basmati,Andhra Pradesh,5.64
1274.4,25.1,17.3,29.9,4.78,117.0,102.6,92.1,284.7,Borewell,Kharif,Basmati,Andhra Pradesh,8.0
1318.7,24.7,21.6,30.3,5.86,98.4,22.5,56.3,113.4,Rainfed,Kharif,Basmati,Tamil Nadu,6.94
1790.2,24.0,16.9,28.3,7.55,32.1,41.8,16.8,104.2,Borewell,Kharif,Basmati,Tamil Nadu,5.38
1273.3,32.8,28.9,38.9,7.09,110.9,18.1,128.6,361.9,Canal,Kharif,Basmati,West Bengal,9.79
1227.9,21.5,16.6,27.1,7.77,58.0,54.2,87.4,75.7,Canal,Rabi,MTU1010,Tamil Nadu,5.87
133.3,33.3,26.2,39.6,4.64,147.4,105.8,119.2,349.5,Rainfed,Rabi,MTU1010,Tamil Nadu,1.05
1036.8,32.5,28.5,40.0,7.52,34.8,80.4,76.7,31.1,Canal,Kharif,MTU1010,West Bengal,0.18
300.3,24.5,17.2,32.9,7.27,52.4,89.3,88.3,335.8,Rainfed,Kharif,Swarna,West Bengal,5.25
1474.9,24.6,19.1,32.2,7.35,79.3,11.2,114.0,216.7,Rainfed,Kharif,MTU1010,Punjab,7.8
1024.4,31.3,26.5,39.4,6.59,133.2,54.2,39.5,310.3,Rainfed,Rabi,IR64,Punjab,7.74
1360.5,33.7,27.4,42.9,4.68,129.7,100.6,135.5,37.2,Rainfed,Kharif,Swarna,Andhra Pradesh,0.17
83.3,35.8,31.1,45.0,6.39,60.7,100.5,67.4,168.0,Canal,Rabi,IR64,Tamil Nadu,0.48
169.6,35.3,30.6,44.5,5.93,91.9,118.6,113.4,180.1,Rainfed,Rabi,Basmati,Punjab,0.45
1432.6,37.4,30.7,42.3,6.34,42.2,63.1,52.2,206.1,Canal,Kharif,Basmati,Tamil Nadu,6.78
144.2,30.5,25.9,36.0,7.09,138.7,0.2,112.4,251.1,Rainfed,Kharif,Basmati,Tamil Nadu,0.36
142.5,36.4,32.4,43.4,6.59,35.4,107.9,7.0,155.8,Canal,Kharif,Basmati,Andhra Pradesh,0.54
24.2,34.6,27.5,40.7,5.52,147.5,114.7,148.7,179.0,Canal,Kharif,IR64,Andhra Pradesh,0.88
1913.0,36.1,29.1,40.9,6.6,168.6,111.3,125.9,148.1,Rainfed,Kharif,IR64,Andhra Pradesh,10.05
1475.0,20.2,14.7,25.9,4.79,178.5,92.6,106.4,279.5,Borewell,Kharif,Basmati,Tamil Nadu,10.01
706.5,37.4,31.8,47.2,4.52,154.3,25.4,51.8,363.4,Rainfed,Kharif,IR64,Tamil Nadu,5.14
593.1,28.5,22.0,34.6,5.91,39.9,16.7,134.8,45.7,Canal,Rabi,Basmati,Tamil Nadu,5.44
699.4,34.4,28.8,40.9,7.15,75.0,84.1,122.8,115.0,Rainfed,Kharif,Swarna,Andhra Pradesh,6.16
1549.3,22.3,17.2,26.3,7.38,16.0,16.9,72.5,87.9,Borewell,Kharif,MTU1010,West Bengal,7.23
1322.7,27.1,19.2,35.4,6.42,29.6,114.4,31.6,375.7,Rainfed,Kharif,Swarna,Tamil Nadu,8.28
370.4,24.9,21.1,31.4,7.54,8.9,53.5,28.1,237.8,Canal,Kharif,IR64,Tamil Nadu,3.53
348.2,25.2,19.3,29.9,4.94,115.4,3.7,78.1,57.2,Borewell,Rabi,MTU1010,West Bengal,3.9
196.8,22.2,14.8,32.0,7.87,96.0,18.1,125.3,159.2,Rainfed,Kharif,Basmati,Andhra Pradesh,0.9
1320.6,34.5,28.1,43.2,7.73,165.1,34.9,114.3,189.5,Rainfed,Rabi,IR64,Andhra Pradesh,5.7
1528.7,20.2,12.8,28.5,6.6,83.3,84.5,79.0,249.2,Rainfed,Kharif,Swarna,West Bengal,8.98
530.1,25.6,20.9,35.4,4.71,115.6,88.5,32.7,86.1,Canal,Kharif,Swarna,Tamil Nadu,5.27
41.9,23.1,18.8,29.6,6.09,72.3,25.6,38.3,200.8,Canal,Kharif,MTU1010,Andhra Pradesh,1.1
164.3,30.6,23.3,38.9,5.13,149.3,77.8,9.2,320.6,Rainfed,Kharif,Swarna,West Bengal,0.41
1935.7,24.6,19.6,29.8,6.7,166.7,3.8,28.3,264.0,Canal,Kharif,MTU1010,Tamil Nadu,11.12
590.9,24.7,18.1,32.8,5.16,77.7,12.3,2.0,41.7,Rainfed,Rabi,IR64,Andhra Pradesh,2.15
1538.4,28.8,25.1,32.9,6.19,14.9,64.2,107.9,364.9,Rainfed,Rabi,Basmati,Andhra Pradesh,8.13
1249.3,31.7,25.0,36.5,5.22,29.4,84.5,94.1,135.4,Rainfed,Kharif,IR64,Punjab,5.66
763.9,22.2,16.4,28.7,5.14,129.7,109.7,158.1,169.8,Rainfed,Rabi,IR64,West Bengal,7.34
411.4,23.2,18.8,27.2,5.37,58.5,52.5,122.0,277.0,Borewell,Kharif,IR64,Tamil Nadu,4.53
242.8,24.4,19.0,31.2,4.6,141.4,14.4,39.4,184.5,Canal,Kharif,IR64,Tamil Nadu,0.68
1230.0,37.5,31.0,44.7,7.01,135.0,111.5,113.3,235.2,Canal,Kharif,MTU1010,Andhra Pradesh,8.51
1549.3,27.1,24.1,34.9,5.57,125.0,52.5,1.9,191.1,Canal,Rabi,Basmati,Punjab,8.7
1287.8,30.8,24.6,35.4,6.94,146.6,59.7,157.8,123.1,Canal,Kharif,Basmati,Tamil Nadu,10.6
1060.6,24.3,18.6,29.4,6.79,136.2,102.5,98.3,176.4,Canal,Kharif,Swarna,West Bengal,10.29
83.9,28.8,24.7,36.5,4.73,113.9,70.3,19.1,124.6,Rainfed,Kharif,MTU1010,Tamil Nadu,0.12
1937.0,21.3,14.6,29.3,5.59,0.8,36.2,79.8,179.5,Rainfed,Kharif,Swarna,Tamil Nadu,7.61
1597.4,20.6,16.1,24.8,6.48,92.8,64.9,150.5,81.0,Borewell,Kharif,IR64,West Bengal,10.24
585.6,28.4,24.1,35.7,7.71,107.1,75.0,136.0,24.3,Rainfed,Kharif,IR64,Tamil Nadu,1.04
1959.9,27.2,21.8,35.9,5.9,172.9,106.8,47.8,279.5,Canal,Kharif,Swarna,West Bengal,12.77
1203.8,22.5,16.1,26.9,6.27,117.1,28.2,63.4,50.4,Borewell,Kharif,Swarna,Tamil Nadu,6.95
1164.8,32.4,24.7,38.9,7.13,103.6,67.1,136.6,328.9,Borewell,Rabi,MTU1010,Andhra Pradesh,9.06
1496.1,37.9,34.2,43.8,7.31,97.4,110.5,144.0,145.6,Rainfed,Kharif,Basmati,Andhra Pradesh,8.29
1623.5,27.1,22.1,36.6,7.73,18.6,5.5,146.3,99.6,Borewell,Kharif,MTU1010,Punjab,6.58
1313.0,31.2,27.9,36.4,6.24,77.0,23.3,151.7,163.9,Rainfed,Kharif,MTU1010,Tamil Nadu,8.16
256.2,37.3,30.5,43.2,5.18,24.2,41.6,80.1,59.8,Rainfed,Rabi,MTU1010,Punjab,1.3
676.5,35.0,29.7,44.4,7.18,9.5,81.4,137.8,339.6,Rainfed,Kharif,IR64,West Bengal,5.21
1856.2,28.3,21.8,34.3,4.94,59.3,101.0,55.5,66.7,Canal,Kharif,Swarna,Tamil Nadu,7.76
449.2,33.3,28.7,40.5,5.96,116.2,23.9,134.1,197.5,Rainfed,Rabi,Swarna,West Bengal,4.66
744.3,22.3,15.1,26.5,6.7,156.0,29.6,55.6,64.8,Rainfed,Kharif,Swarna,Punjab,6.6
864.2,29.2,23.5,39.1,6.92,145.9,98.8,97.3,18.3,Canal,Rabi,IR64,Punjab,0.17
878.8,25.0,17.3,34.0,7.07,53.0,17.8,75.0,319.1,Rainfed,Kharif,IR64,Tamil Nadu,6.51
1225.9,22.9,19.5,30.7,5.18,8.3,31.3,142.9,223.0,Rainfed,Kharif,Basmati,Tamil Nadu,5.42
1886.2,27.7,22.1,32.0,7.94,72.5,87.9,10.6,31.2,Canal,Kharif,Swarna,West Bengal,0.22
481.4,22.4,15.5,26.8,5.12,56.7,19.9,151.8,357.2,Canal,Kharif,Swarna,Andhra Pradesh,5.73
243.0,32.6,26.6,39.9,4.84,66.8,99.4,73.9,157.0,Canal,Rabi,Swarna,Andhra Pradesh,0.08
394.9,28.2,25.1,33.9,6.82,100.6,58.9,77.0,170.4,Rainfed,Kharif,IR64,Tamil Nadu,5.76
1773.8,29.6,21.7,37.3,7.68,5.5,53.7,132.5,198.0,Rainfed,Rabi,Swarna,Tamil Nadu,6.38
1291.6,22.6,18.1,30.2,6.46,66.7,16.2,106.6,89.9,Rainfed,Rabi,Swarna,Tamil Nadu,7.21
571.8,22.5,18.3,31.5,6.58,100.6,81.6,152.6,220.3,Canal,Kharif,IR64,Andhra Pradesh,8.28
1631.9,30.5,25.1,36.2,6.38,77.6,106.1,87.5,100.0,Rainfed,Kharif,IR64,West Bengal,8.64
1722.7,37.7,32.0,45.2,4.65,120.1,83.1,89.4,334.4,Rainfed,Kharif,Basmati,West Bengal,6.61
1693.0,21.7,14.9,30.4,6.88,33.5,38.0,155.5,330.5,Canal,Rabi,IR64,West Bengal,10.09
1837.9,25.1,20.2,32.1,5.75,27.7,83.9,148.2,190.8,Borewell,Kharif,MTU1010,Andhra Pradesh,9.99
504.5,35.7,30.5,44.6,7.77,55.4,61.2,33.4,212.7,Rainfed,Kharif,MTU1010,Andhra Pradesh,3.06
1510.1,21.3,15.6,26.1,5.15,18.3,102.4,49.1,397.1,Rainfed,Kharif,MTU1010,Andhra Pradesh,5.6
921.1,35.8,30.8,44.2,5.56,42.5,55.2,100.1,318.1,Rainfed,Kharif,Swarna,Punjab,5.53
1684.0,29.4,21.9,39.1,6.27,15.6,28.5,150.3,25.2,Canal,Kharif,IR64,Tamil Nadu,0.61
1457.0,27.3,20.1,33.3,6.17,72.4,12.2,90.1,69.0,Canal,Kharif,Swarna,West Bengal,8.5
1552.9,25.6,20.3,31.8,5.9,128.1,33.7,117.3,238.4,Rainfed,Kharif,IR64,West Bengal,10.1
1312.3,25.3,22.3,29.8,5.6,51.6,67.6,15.0,148.7,Rainfed,Kharif,IR64,Tamil Nadu,6.6
354.9,25.5,18.0,33.4,5.02,0.7,20.4,83.6,321.6,Borewell,Kharif,Swarna,Andhra Pradesh,3.17
1090.1,35.9,32.3,43.2,7.37,100.3,4.8,23.6,256.4,Canal,Rabi,Basmati,Punjab,5.58
1969.3,33.0,28.8,37.3,6.07,124.5,53.9,41.7,396.3,Canal,Kharif,IR64,Tamil Nadu,10.96
1874.8,32.1,28.3,40.6,6.51,70.4,41.7,26.6,5.2,Rainfed,Rabi,MTU1010,Tamil Nadu,0.93
86.3,34.4,30.5,43.4,6.41,53.5,50.4,26.5,175.4,Canal,Rabi,MTU1010,Punjab,0.56
329.6,24.6,17.6,34.1,6.51,88.3,54.5,158.7,163.0,Borewell,Kharif,IR64,Punjab,6.37
263.5,31.1,25.2,38.4,6.97,18.2,91.9,47.7,173.7,Canal,Kharif,MTU1010,West Bengal,4.24
1452.0,28.3,20.5,35.0,6.7,115.9,115.3,90.5,354.1,Rainfed,Kharif,IR64,Tamil Nadu,10.68
1635.6,34.1,29.9,43.3,5.46,132.0,31.5,3.2,162.4,Borewell,Kharif,MTU1010,West Bengal,5.7
427.0,25.6,20.1,32.0,6.44,126.8,113.1,129.0,318.5,Rainfed,Kharif,Basmati,Punjab,7.64
1011.7,31.6,23.7,39.5,5.36,59.2,27.4,108.8,253.1,Canal,Rabi,MTU1010,Punjab,5.69
1681.4,35.9,28.7,43.6,6.56,151.7,90.6,36.6,195.1,Rainfed,Kharif,IR64,Tamil Nadu,7.85
1465.6,27.2,20.6,33.5,6.01,170.4,81.8,5.8,277.1,Canal,Kharif,Swarna,Punjab,10.07
1084.5,21.2,17.3,25.7,4.64,53.5,6.3,43.9,91.6,Rainfed,Kharif,Swarna,Tamil Nadu,4.7
1180.7,29.3,22.4,33.4,7.07,47.3,87.0,100.6,56.9,Borewell,Rabi,MTU1010,West Bengal,7.11
1016.7,26.2,21.5,32.8,5.46,126.7,108.1,2.4,386.9,Borewell,Rabi,Basmati,Punjab,5.91
595.1,32.1,26.4,39.0,7.72,127.5,111.6,12.1,156.6,Rainfed,Kharif,MTU1010,Andhra Pradesh,4.99
1130.0,37.1,31.1,46.1,5.48,91.9,82.2,65.5,121.5,Borewell,Kharif,Swarna,Andhra Pradesh,5.47
1377.8,28.7,22.7,35.2,7.99,166.2,94.4,28.2,106.1,Rainfed,Kharif,Swarna,Tamil Nadu,6.99
1746.6,28.4,21.8,34.1,6.12,26.3,8.6,101.1,248.9,Canal,Kharif,Swarna,Andhra Pradesh,9.18
1272.6,31.8,25.5,38.6,4.59,85.9,19.4,27.9,398.6,Borewell,Kharif,IR64,Punjab,6.32
1522.2,21.9,18.5,27.3,4.77,6.3,31.5,159.0,358.0,Canal,Kharif,Swarna,Andhra Pradesh,6.73
320.1,24.6,19.3,29.1,4.79,9.5,63.8,69.7,160.2,Rainfed,Kharif,Basmati,Punjab,3.4
923.1,36.5,30.2,41.2,4.7,9.7,46.3,23.7,358.1,Canal,Kharif,Swarna,Tamil Nadu,4.28
18.7,32.1,27.6,38.0,5.44,88.5,78.9,11.8,182.8,Rainfed,Kharif,Swarna,Tamil Nadu,0.31
493.4,20.2,15.7,24.3,5.64,106.0,53.5,67.3,43.7,Canal,Rabi,Swarna,West Bengal,5.73
1452.9,23.7,20.1,29.0,4.89,0.6,93.0,129.5,75.1,Rainfed,Kharif,Swarna,West Bengal,6.42
1983.6,32.3,27.2,41.0,6.03,113.9,85.6,70.2,97.2,Canal,Rabi,MTU1010,Tamil Nadu,8.56
198.4,33.8,25.8,39.2,5.78,88.1,89.7,22.6,367.1,Borewell,Kharif,MTU1010,Punjab,0.34
803.0,35.1,30.7,39.8,6.73,40.3,99.5,78.2,391.6,Rainfed,Kharif,IR64,West Bengal,6.55
1600.1,25.3,19.6,35.0,5.19,2.7,100.1,54.0,90.8,Canal,Rabi,MTU1010,Tamil Nadu,5.4
408.1,36.8,30.0,44.5,7.7,28.1,93.5,80.3,161.2,Borewell,Rabi,MTU1010,West Bengal,3.02
1110.2,30.0,26.9,34.3,6.31,108.1,7.9,62.6,392.6,Rainfed,Rabi,IR64,Punjab,6.87
1466.1,32.5,25.0,36.9,6.68,118.6,74.8,103.7,338.9,Canal,Rabi,MTU1010,Punjab,10.37
1232.0,30.7,25.8,38.4,4.64,116.5,2.4,128.6,177.1,Borewell,Kharif,Basmati,Punjab,6.7
376.0,22.2,14.9,29.5,6.46,27.6,89.3,141.8,181.1,Canal,Rabi,IR64,West Bengal,5.83
710.8,37.3,34.1,41.7,5.79,164.0,7.3,118.6,351.4,Canal,Kharif,Basmati,Punjab,6.93
1567.6,22.2,18.5,27.6,7.73,74.0,118.0,56.8,11.7,Borewell,Kharif,Basmati,Tamil Nadu,0.87
1108.5,24.6,20.0,34.2,7.6,138.2,73.7,71.8,372.3,Borewell,Kharif,Basmati,Andhra Pradesh,7.4
10.5,34.6,29.9,42.1,6.73,30.0,21.8,102.7,35.7,Canal,Kharif,IR64,Andhra Pradesh,0.8
1522.0,31.1,23.9,37.8,7.19,84.7,56.2,35.2,360.6,Canal,Rabi,MTU1010,Tamil Nadu,8.53
70.6,35.1,32.0,40.6,6.76,93.9,99.2,112.3,25.6,Rainfed,Kharif,MTU1010,Tamil Nadu,1.0
1491.5,29.3,23.1,34.1,4.56,138.7,21.6,104.0,387.6,Borewell,Kharif,IR64,Punjab,7.09
405.0,26.8,23.1,33.2,6.96,111.9,64.4,105.0,3.4,Rainfed,Kharif,IR64,Punjab,0.31
1916.1,36.6,29.5,46.1,5.12,71.9,0.4,53.3,386.0,Rainfed,Kharif,Basmati,West Bengal,5.86
735.9,20.7,13.8,24.9,6.89,50.9,94.6,96.3,24.9,Rainfed,Rabi,MTU1010,West Bengal,0.87
653.9,35.4,29.9,45.4,4.54,175.1,23.4,31.6,50.1,Rainfed,Kharif,MTU1010,Punjab,4.65
297.8,24.2,20.1,29.4,5.59,51.2,46.5,30.4,385.2,Borewell,Kharif,Basmati,West Bengal,5.03
611.2,35.3,29.1,41.7,6.31,23.3,63.6,123.0,316.7,Borewell,Kharif,Swarna,Andhra Pradesh,5.04
